Country,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Lithuania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.9$3627720,28.2$3526440,26.2$3678360,26.0$4660482,25.8$14382022,22.4$15460675,22.3$16539326,26.4$16000000,28.3$15000000,30.3$14000000,23.6$15435000
Lithuania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.1$2440200,24.5$2550000,24.8$2659800,34.8$3529555,36.0$19800000,34.5$18500000,31.7$18500000
Lithuania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.9$2898000,2.0$3025035,,,,,
Lithuania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9$898310,19.2$1666511,12.8$502000,
Lithuania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.7$898310,9.0$1603559,
Lithuania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5$508891,
Montenegro,,,,,,,,,,,,,,,,,,,,,,0.0$292230,,8.2$0,14.8$0,,,,,,,,,,,,,,,,,,
Montenegro,,,,,,,,,,,,,,,,,,,,,,18.3$478558,24.2$526413,15.6$2500000,20.2$2550000,,,,,,,,,,,,,,,,,,
Montenegro,,,,,,,,,,,,,,,,,,,,,,,9.5$349458,,,,,,,,,,,,,,,,,,,,
Montenegro,,,,,,,,,,,,,,,,,,,,,,,,3.0$129768,,,,,,,,,,,,,,,,,,,
Montenegro,,,,,,,,,,,,,,,,,,,,,,,,11.6$1221240,11.9$1312800,8.3$1404360,0.0$2157097,,,,,,,,,,,,,,,,
Montenegro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.6$4000000,26.9$4503600,31.6$4837200,30.8$12100000,26.3$12100000,13.0$12100000,0.0$12100000,,,,,,
Montenegro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.9$1645400,33.2$1768800,31.8$1793520,34.2$2751260,31.3$11250000,28.8$11750000,29.5$12250000,31.4$12750000,32.2$28000000,33.5$26000000,33.1$24000000,31.1$22000000
Netherlands,34.3$0,27.4$0,7.3$0,12.0$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netherlands,,,,,,,,,24.9$800000,29.3$0,22.2$1350000,23.9$1350000,25.6$2000000,27.1$2500000,30.5$3250000,30.2$3750000,29.2$4000000,28.6$4000000,25.9$8500000,23.4$12250000,,,,,,,,,,,,,,,,,,,,,,,
Netherlands,,,,,,,,,,,,,,3.0$0,3.0$250000,3.0$0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netherlands,,,,,,,,,,,,,,,,,,,,,,,15.5$349458,16.8$563679,22.0$695046,12.0$4750000,15.6$5252065,10.5$5751130,14.0$6250195,9.8$6749260,11.0$7248325,6.5$0,,,,,,,,,,,
Netherlands,,,,,,,,,,,,,,,,,,,,,,,,14.1$366931,14.0$620046,21.9$719373,19.0$3000000,12.9$3000000,16.6$1700000,5.5$1700000,9.8$1146337,3.2$305792,,,,,,,,,,,
NMacedonia,,,,,,,,,,,,,,,,,,,11.1$287500,7.9$385000,,,,,,,,,,,,,,,,,,,,,,,
NMacedonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.1$154847,,,,,,,,,,,,,,,
NMacedonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.5$0,16.5$1250000,,,,,,,,
NMacedonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4$507336,5.9$845059,,,,,,,
NMacedonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.6$502000,,,,,
Poland,,,,,,,,,,,,,,,,,,3.7$242000,,,,,,,,,,,,,,,,,,,,,,,,,
Poland,,,,,,,,,,,,,,,,,,,,,,,5.7$1500000,2.1$1600000,0.0$1700000,,,,,,,,,,,,,,,,,,
Poland,,,,,,,,,,,,,,,,,,,,,,,,10.7$829000,10.3$900000,4.7$900000,,,,,,,,,,,,,,,,,
Poland,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8$427163,12.6$711517,13.4$5854000,25.4$6322320,32.0$6790640,30.8$7258960,32.8$7727280,29.9$10434782,30.1$11217391,31.2$12000000,25.3$12782609,16.0$13565218,,,,
Poland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.6$5063520
Russia,,,,,,,,,,,,,,,7.4$168000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,,,,,,,,,,,,,,,,,,,2.0$287500,,,,,,,,,,,,,,,,,,,,,,,,
Russia,,,,,,,,,,,,,,,,,,,,0.0$632400,,26.2$831120,32.9$1671694,27.7$893400,37.1$955800,37.7$10983000,29.3$12364000,30.8$13735000,27.3$15106000,29.0$16452000,31.2$17823000,,31.8$9779349,19.0$3183000,5.1$3326235,,,,,,,,
Russia,,,,,,,,,,,,,,,,,,,,,,,,12.4$366931,,,,,,,,,,,,,,,,,,,
Russia,,,,,,,,,,,,,,,,,,,,,,,,,2.0$1061880,18.0$1141560,0.0$600000,,,,,,,,,,,,,,,,
Russia,,,,,,,,,,,,,,,,,,,,,,,,,16.3$1019400,21.6$1095960,7.0$1172400,11.7$1928598,,,,,,,,,,,,,,,
Russia,,,,,,,,,,,,,,,,,,,,,,,,,,13.2$1016400,0.0$100000,,,,,,,,,,,,,,,,
Russia,,,,,,,,,,,,,,,,,,,,,,,,,,5.3$1704480,4.1$1832280,,,,,,,,,,,,,,,,
Russia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.6$3567096,15.6$3343896,8.9$3140429,21.6$4400000,25.2$4650000,17.4$4950000,20.4$16000000,11.6$15280000,0.0$16000000,0.0$5573333,0.0$5573334,,
Russia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.9$2934610,10.5$3150000,18.3$3282056,,,,,,,,
Russia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.1$1467840,16.8$1533840,10.0$1599840,,,,,,,
Russia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8$1300000,0.0$1333420,,,,,,
Russia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4$600000,6.3$1312611,,,,,
Serbia,,,,,,,,,,19.6$770000,28.2$942000,27.2$3633000,30.8$4133000,34.0$3333300,35.1$3333000,31.3$4718000,35.1$4833333,28.2$8300000,35.2$8837774,29.0$9640000,29.9$10444642,30.3$11248076,29.8$12051510,28.6$4903000,8.7$2000000,,,,,,,,,,,,,,,,,,
Serbia,,,,,,,,,,,,,,,,28.5$1455000,31.9$1892000,,,,,,,,,,,,,,,,,,,,,,,,,,
Serbia,,,,,,,,,,,,,,,,,,,,,,20.2$1452000,26.5$1560840,30.1$1669800,29.5$2300984,25.6$3166155,17.9$5215000,22.8$5632200,18.5$6049400,21.7$6466600,15.8$6883800,15.4$1352181,5.8$1352181,,,,,,,,,,
Serbia,,,,,,,,,,,,,,,,,,,,,,15.9$3500000,16.3$3850000,11.4$4200000,16.0$2500000,14.2$3000000,0.0$3240000,,,,,,,,,,,,,,,,
Serbia,,,,,,,,,,,,,,,,,,,,,,,5.8$349458,,,,,,,,,,,,,,,,,,,,
Serbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serbia,,,,,,,,,,,,,,,,,,,,,,,,4.7$3595800,6.9$3865440,13.9$4135200,23.9$5218622,23.8$6500000,17.0$7020000,21.4$7500000,24.4$4325000,16.3$4776500,5.0$5387080,,,,,,,,,,
Serbia,,,,,,,,,,,,,,,,,,,,,,,,,26.2$939480,30.9$1010040,32.6$1080480,18.0$1889760,24.8$4778548,22.9$5400000,22.1$5543116,,,,,,,,,,,,
Serbia,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2$800000,0.0$864000,,,,,,,,,,,,,,,
Serbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4$1800000,,,,,,,,,,,,,,,
Serbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.9$4000000,18.3$3800000,20.5$3949999,23.2$6500000,27.9$6825000,16.1$7150000,16.1$2089448,
Serbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.9$9470614,27.8$9000000,29.0$8529386,29.7$18000000,29.3$18000000,
Serbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.7$1300000,27.9$1358500,32.6$1471382,31.3$24605181,32.0$26573595,34.6$29542010,33.5$30510423,31.1$33047804
Serbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.5$1690000,6.7$1780128,,,
Serbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9$925258,2.0$1563518
Serbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.3$2239920
Slovenia,,,,,,,,,,,,,,,,,,4.9$242000,4.8$350000,,,,,,,,,,,,,,,,,,,,,,,,
Slovenia,,,,,,,,,,,,,,,,,,,15.0$0,21.0$1050240,16.9$1123560,27.0$1725788,30.4$2436813,28.7$5600000,25.5$6160000,18.9$6720000,21.0$7280000,20.9$7840000,17.3$8400000,9.8$1990000,,,,,,,,,,,,,
Slovenia,,,,,,,,,,,,,,,,,,,,,,7.3$749160,5.0$805320,4.0$861600,31.6$1554326,27.4$2750000,14.4$2750000,,8.5$1107572,,9.5$2750000,,,,,,,,,,,,
Slovenia,,,,,,,,,,,,,,,,,,,,,,,5.5$1224000,11.5$1396440,18.9$1493880,13.9$2500000,20.2$2500000,22.1$2500000,,,,,,,,,,,,,,,
Slovenia,,,,,,,,,,,,,,,,,,,,,,,,,14.4$841680,10.9$904800,13.0$967920,32.0$2535445,31.1$5585000,31.4$6031800,34.6$6478600,18.3$6925400,22.1$7372000,15.7$1272279,18.9$2077000,16.1$2170465,14.4$1551659,0.0$25000,,,,,
Slovenia,,,,,,,,,,,,,,,,,,,,,,,,,11.5$846840,17.7$910440,12.8$973920,17.8$1756951,16.2$4524887,8.6$5000000,24.6$5475113,,,5.0$0,,14.9$1356146,9.7$1410598,,,,,,
Slovenia,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6$412718,,,,,,,,,,,,,,,,
Slovenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.9$1709280,22.7$1837560,14.8$1965720,15.2$2911231,8.4$1674641,12.3$1750000,0.0$1825359,,,,,,,,
Slovenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.2$1700000,18.0$1836000,17.6$1972000,26.5$2108000,33.5$7500000,35.1$7500000,33.8$7500000,32.8$14780000,33.7$15890000,31.7$17000450,27.5$18109175,28.2$19217900,26.7$18000000,23.7$19348907,19.3$1836090
Slovenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.7$1962103,0.0$2050397,,,,,,,
Slovenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.5$138938,,,,,
Slovenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.2$6560640,33.6$7683360,34.3$8049360,35.4$10174391,37.2$37096500
Slovenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2$898310,6.9$1517981,11.7$1782621,2.7$2234359
Spain,,,,,,,6.1$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spain,,,,,,,10.4$0,7.0$75000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spain,,,,,,,,,,,,,,,,,,,,,,36.7$2970840,36.0$3193680,31.5$3417000,32.0$4318481,39.2$10993000,36.2$12364000,35.6$13735000,37.0$15106000,37.0$16452000,37.0$17823000,37.4$18714150,33.8$19000000,31.4$19285850,34.4$7128000,31.8$7448760,25.4$15500000,23.5$16000000,12.0$16452611,0.0$5538540,,,
Spain,,,,,,,,,,,,,,,,,,,,,,,0.0$578160,19.7$621520,16.7$997320,0.0$1744313,,,,,,,,,,,,,,,,,
Spain,,,,,,,,,,,,,,,,,,,,,,,,,,23.2$2190000,21.0$2333334,30.3$2471604,34.3$7438018,26.7$8219009,30.9$9000000,33.9$9780992,29.6$11046591,30.5$6791570,30.2$7097191,28.1$7402812,13.1$8100905,16.0$1471382,12.9$2393887,,,,
Spain,,,,,,,,,,,,,,,,,,,,,,,,,,,28.5$3750000,10.6$4000000,0.0$4350000,,,,,,,,,,,,,,
Spain,,,,,,,,,,,,,,,,,,,,,,,,,,,12.9$912000,8.7$817000,15.3$1048800,15.9$1892035,,,,,,,22.3$8000000,,,,,,
Spain,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.8$538090,,,,,,,,,,,,,,,
Spain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.7$3093333,35.8$3240000,31.9$3480000,36.5$12922194,35.0$13891359,33.4$14860523,33.2$15829688,34.4$19700000,34.2$21165675,33.0$22642350,30.8$24119025,26.4$25595700,19.1$2564753,0.0$2692991,
Spain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.2$1165320,23.3$1246680,22.9$2180443,,,,,,,,,,,
Spain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.1$1120200,27.0$1204200,27.2$1288200,31.1$2253062,32.9$12250000,33.1$12350000,32.1$12350000,30.7$12250000,27.5$20061729,27.2$21666667,27.0$23271604,23.3$9258000,16.2$9720900,11.8$1836090
Spain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.2$3480120,29.7$3741120,32.2$4002120,31.5$5070686,30.6$12365000,32.9$13550000,29.3$14275000,27.9$14975000,31.0$16200000,26.1$17000000,28.5$17800000,
Spain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.6$1300000,8.8$1330000,7.6$1370000,,,,,,,,
Spain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.6$283367,18.9$117016,7.6$111444,,9.9$508891,8.2$800000,,,,
Spain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.2$5305000,24.9$5543725,24.0$5782450,27.2$12500000,27.1$12500000,,,,
Spain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.5$5994764,15.1$5725000,19.0$3575183,,,,
Spain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.6$1987440,11.1$2076840,19.4$2166360,17.4$3321030,17.3$5718000,11.1$6175440,17.5$1836090
Spain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.4$1375000,10.3$1435750,14.0$1544951,12.1$1676735,18.0$1620564,16.8$2327220,8.7$2443581
Spain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.3$1994520,27.5$2094120
Spain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0$2353320,15.3$2471160
Turkey,,,,,,,,,,,,,,,,,,,0.0$739400,5.3$830745,0.0$1069400,,,,,,,,,,,,,,,,,,,,,,
Turkey,,,,,,,,,,,,,,,,,,,,,16.8$1131240,24.6$1216080,17.5$1300920,25.9$1995611,26.2$4903000,33.5$5393300,31.1$5883600,36.9$6373900,36.6$6864200,30.7$9000000,31.4$10215850,31.2$11015850,17.2$11815850,10.3$12000000,11.4$1448490,,,,,,,,
Turkey,,,,,,,,,,,,,,,,,,,,,,,19.0$1000000,22.3$1100000,28.1$7500000,35.9$8250000,33.3$8250000,33.2$8500000,33.5$8500000,29.4$9000000,12.9$9945000,26.7$10890000,,,,,,,,,,,
Turkey,,,,,,,,,,,,,,,,,,,,,,,,,2.4$1600000,0.0$1760000,,,,,,,,,,,,,,,,,
Turkey,,,,,,,,,,,,,,,,,,,,,,,,,,0.0$398762,14.7$664209,,,23.4$2100000,25.1$2320500,27.6$2541000,27.6$7900000,26.9$7900000,22.7$7900000,25.4$7900000,26.1$8400000,24.3$5791736,25.1$7000000,18.4$7000000,15.7$754783,0.0$151821,
Turkey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.1$1721000,14.7$1857500,30.0$8374646,20.2$8374646,26.1$8374646,17.3$11000000,15.5$9904494,10.1$10595505,0.0$11286516,0.0$3000000,,,
Turkey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.5$473604,11.9$762195,,,,,,,,,,,
Turkey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.2$4133280,15.4$4443360,26.7$4505280,28.5$5694674,21.0$16400000,21.3$17145838,25.8$20566802,24.5$19276070,16.9$4767000,24.4$5005350,11.7$2641691,
Turkey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.2$3000000,0.0$3000000,,,,,,,
Turkey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.2$1536960,24.5$1606080,22.4$1500000,,14.4$1471382,,,,,
Turkey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0$2642857,32.2$2775000,29.4$2907143,25.6$8840580,22.2$8133334,21.4$7426088
Turkey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.7$1465920,14.1$1740000,21.7$1620564,19.3$1762796,21.1$4629630,5.6$5000000
Turkey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.7$3214680,26.5$3375360
Turkey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0$18458,12.6$1489065,
Ukraine,,,,,,,,,,,,,,,,,15.5$1068000,17.7$1228560,27.9$1339000,22.7$3810000,23.2$4290000,17.0$4762500,15.5$5238750,21.8$5715000,10.2$6191250,10.7$3320000,4.3$3674584,,,,,,,,,,,,,,,,
Ukraine,,,,,,,,,,,,,,,,,,,,,5.6$316969,10.3$465850,10.7$1400000,21.2$1540000,9.8$3000000,3.0$3000000,5.8$625132,,,,,,,,,,,,,,,,
Ukraine,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.8$750000,7.4$810000,8.3$870000,8.6$1087500,5.7$0,,,,,,,,,,,
Ukraine,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1$1345800,8.7$1446720,10.2$1547640,,,,,,,,,,,,,
Ukraine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0$0,3.0$1500000,,,,,,,,,
Ukraine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.8$473604,,,,,,,,,,,,
Ukraine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.6$3492720,22.0$3649920,23.3$3807120,20.3$4823621,20.2$4187599,20.1$4350000,17.6$4160000,15.3$3523372,15.9$3732000,3.3$3918600
Ukraine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5$1487694,22.6$1416852,20.1$1663861,12.8$1729217,2.0$1836090
