Name,Country,Start,Seasons,Minutes,Salary,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Andrea Bargnani,Italy,2006,11,28.4,73519408,,,,,,,,,,,,,,,,,,,,,,,,,,,25.1$4501200,23.9$4838880,31.4$5176440,35.0$6527491,35.7$8500000,33.3$9250000,28.7$10000000,29.9$11862500,27.1$11500000,13.8$1039298,0.0$323599,,,,,,
Andreas Glyniadakis,Greece,2006,1,6.2,161061,,,,,,,,,,,,,,,,,,,,,,,,,,,6.2$161061,,,,,,,,,,,,,,,,
Damir Markota,Croatia,2006,1,5.7,412718,,,,,,,,,,,,,,,,,,,,,,,,,,,5.7$412718,,,,,,,,,,,,,,,,
Jorge Garbajosa,Spain,2006,3,19.6,12100000,,,,,,,,,,,,,,,,,,,,,,,,,,,28.5$3750000,10.6$4000000,0.0$4350000,,,,,,,,,,,,,,
Mickaël Gelabale,France,2006,3,15.8,2051298,,,,,,,,,,,,,,,,,,,,,,,,,,,17.7$802000,11.9$802000,,,,,17.9$447298,,,,,,,,,,
Mile Ilić,Serbia,2006,2,1.2,1664000,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2$800000,0.0$864000,,,,,,,,,,,,,,,
Pops Mensah-Bonsu,England,2006,4,7.5,1107378,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9$412718,12.9$0,6.0$330199,5.0$364461,,,,,,,,,,,,,
Sergio Rodríguez,Spain,2006,5,15,12669835,,,,,,,,,,,,,,,,,,,,,,,,,,,12.9$912000,8.7$817000,15.3$1048800,15.9$1892035,,,,,,,22.3$8000000,,,,,,
Thabo Sefolosha,Switzerland,2006,14,21.2,47289981,,,,,,,,,,,,,,,,,,,,,,,,,,,12.2$1679280,20.8$1805160,22.0$1931160,28.6$2759628,25.9$3250000,21.8$3300000,27.5$3600000,26.0$3900000,18.8$4150000,23.4$4000000,25.7$3850000,21.2$5250000,12.2$5250000,10.6$2564753,,,
Uroš Slokar,Slovenia,2006,1,3.6,412718,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6$412718,,,,,,,,,,,,,,,,
Vassilis Spanoulis,Greece,2006,2,8.8,3744000,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8$1800000,0.0$1944000,,,,,,,,,,,,,,,
Yakhouba Diawara,France,2006,4,12.3,2920174,,,,,,,,,,,,,,,,,,,,,,,,,,,18.4$412718,10.0$687456,13.5$875000,7.3$945000,,,,,,,,,,,,,
Darius Washington,North Macedonia,2007,1,8.1,154847,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.1$154847,,,,,,,,,,,,,,,
Ian Mahinmi,France,2007,13,16.8,83789796,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8$938760,0$1009200,6.3$1079640,8.7$762196,18.7$0,16.5$4000000,16.2$4000000,18.8$4000000,25.6$4000000,17.9$15944154,14.9$16661641,14.6$15944154,21.3$15450051,,,
Joakim Noah,France,2007,15,24.4,144770972,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.7$2135400,24.2$2295480,30.1$2455680,32.8$3128536,30.4$12000000,36.8$11300000,35.3$11100000,30.6$12200000,21.9$13400000,22.1$17000000,5.7$17765000,16.5$20261173,10.0$6866370,0.0$6431667,0.0$6431666,
Juan Carlos Navarro,Spain,2007,1,25.8,538090,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.8$538090,,,,,,,,,,,,,,,
Kosta Perović,Serbia,2007,1,5.4,1800000,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4$1800000,,,,,,,,,,,,,,,
Kyrylo Fesenko,Ukraine,2007,5,7.6,3517500,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.8$750000,7.4$810000,8.3$870000,8.6$1087500,5.7$0,,,,,,,,,,,
Marcin Gortat,Poland,2007,12,23.9,95091880,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8$427163,12.6$711517,13.4$5854000,25.4$6322320,32.0$6790640,30.8$7258960,32.8$7727280,29.9$10434782,30.1$11217391,31.2$12000000,25.3$12782609,16.0$13565218,,,,
Marco Belinelli,Italy,2007,13,21.9,49427727,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.3$1345800,21.0$1446720,17.0$1547640,24.5$2380270,29.8$3377604,25.8$1957000,25.2$2750000,22.4$2873750,24.6$6333333,24.0$6333333,24.3$7082277,23.0$6153846,15.5$5846154,,,
Milovan Raković,Serbia,2007,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oleksiy Pecherov,Ukraine,2007,3,9.3,4340160,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1$1345800,8.7$1446720,10.2$1547640,,,,,,,,,,,,,
Taurean Green,Georgia,2007,1,4.4,427163,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4$427163,,,,,,,,,,,,,,,
Alexis Ajinça,France,2008,8,11.7,24244516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9$1276320,5.0$1372080,10.0$1467840,,,,14.1$981084,14.6$4300000,15.0$4600000,0.0$4961798,0.0$5285394,,,,
Anthony Randolph,Slovenia,2008,7,15.2,13673791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.9$1709280,22.7$1837560,14.8$1965720,15.2$2911231,8.4$1674641,12.3$1750000,0.0$1825359,,,,,,,,
Danilo Gallinari,Italy,2008,14,29.3,177685814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.7$2873520,33.9$3089040,33.9$3304560,31.4$4190182,32.5$9439000,0.0$10146925,24.2$10854850,34.7$14000000,33.9$15050000,32.0$20559599,30.3$21587579,29.6$22615559,24.0$19500000,25.3$20475000,
Goran Dragić,Slovenia,2008,15,26.8,154298522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.2$1700000,18.0$1836000,17.6$1972000,26.5$2108000,33.5$7500000,35.1$7500000,33.8$7500000,32.8$14780000,33.7$15890000,31.7$17000450,27.5$18109175,28.2$19217900,26.7$18000000,23.7$19348907,19.3$1836090
Kosta Koufos,Greece,2008,11,15.3,47578792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.8$1129320,4.8$1214040,8.7$1352640,16.5$2203792,22.4$3000000,16.9$3000000,16.6$3000000,19.0$7500000,20.0$8046500,19.6$8393000,12.0$8739500,,,,
Marc Gasol,Spain,2008,14,31.9,185797591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.7$3093333,35.8$3240000,31.9$3480000,36.5$12922194,35.0$13891359,33.4$14860523,33.2$15829688,34.4$19700000,34.2$21165675,33.0$22642350,30.8$24119025,26.4$25595700,19.1$2564753,0.0$2692991,
Nicolas Batum,France,2008,15,29.2,177875472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.4$1040640,24.8$1118760,31.5$1196760,30.4$2155365,38.5$10850000,36.0$11295250,33.5$11765500,35.0$12235750,34.0$20869566,31.0$22434783,31.4$24000000,23.0$25565217,27.4$10477533,24.8$12026998,18.3$10843350
Nikola Peković,Montenegro,2008,7,23.7,61740800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.6$4000000,26.9$4503600,31.6$4837200,30.8$12100000,26.3$12100000,13.0$12100000,0.0$12100000,,,,,,
Ömer Aşık,Turkey,2008,10,18.2,74488953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.1$1721000,14.7$1857500,30.0$8374646,20.2$8374646,26.1$8374646,17.3$11000000,15.5$9904494,10.1$10595505,0.0$11286516,0.0$3000000,,,
Roko Ukić,Croatia,2008,2,9.9,1553232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.4$1250000,7.5$303232,,,,,,,,,,,,,
Rudy Fernández,Spain,2008,3,23.8,5676523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.2$1165320,23.3$1246680,22.9$2180443,,,,,,,,,,,
Semih Erden,Turkey,2008,2,13.2,1235799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.5$473604,11.9$762195,,,,,,,,,,,
Tadija Dragićević,Serbia,2008,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Byron Mullens,England,2009,5,13.9,6813813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2$1120200,6.5$1204200,22.5$1288200,26.9$2253306,9.2$947907,,,,,,,,,
Jonas Jerebko,Sweden,2009,10,17.8,35385264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.9$457588,0.0$762195,22.9$4500000,18.2$4500000,11.6$4500000,16.4$4500000,15.1$5000000,15.8$5000000,15.3$4000000,16.7$2165481,,,,
Omri Casspi,Israel,2009,10,19.7,17838093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.1$1167000,24.0$1254480,20.6$1341960,11.7$2277306,18.1$947907,21.1$1063384,27.2$3000000,17.9$3138414,17.1$1471382,14.0$2176260,,,,
Rodrigue Beaubois,France,2009,4,16,5695573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.5$1075440,17.7$1156080,21.7$1236720,12.2$2227333,,,,,,,,,,
Serge Ibaka,Spain,2009,14,26.1,139044562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.1$1120200,27.0$1204200,27.2$1288200,31.1$2253062,32.9$12250000,33.1$12350000,32.1$12350000,30.7$12250000,27.5$20061729,27.2$21666667,27.0$23271604,23.3$9258000,16.2$9720900,11.8$1836090
Viacheslav Kravtsov,Ukraine,2009,2,6,1500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0$0,3.0$1500000,,,,,,,,,
Kevin Séraphin,France,2010,7,14.6,16300886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.9$1563120,20.6$1680360,21.8$1797600,10.9$2761114,15.6$3898692,11.0$2800000,11.4$1800000,,,,,,
Nemanja Bjelica,Serbia,2010,7,20,34314447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.9$4000000,18.3$3800000,20.5$3949999,23.2$6500000,27.9$6825000,16.1$7150000,16.1$2089448,
Oliver Lafayette,Croatia,2010,1,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0$0,,,,,,,,,,,,
Pape Sy,France,2010,1,7,473604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0$473604,,,,,,,,,,,,
Pooh Jeter,Ukraine,2010,1,13.8,473604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.8$473604,,,,,,,,,,,,
Timofey Mozgov,Russia,2010,11,16.5,82478088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.6$3567096,15.6$3343896,8.9$3140429,21.6$4400000,25.2$4650000,17.4$4950000,20.4$16000000,11.6$15280000,0.0$16000000,0.0$5573333,0.0$5573334,,
Enes Kanter Freedom,Turkey,2011,11,20.9,104579345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.2$4133280,15.4$4443360,26.7$4505280,28.5$5694674,21.0$16400000,21.3$17145838,25.8$20566802,24.5$19276070,16.9$4767000,24.4$5005350,11.7$2641691,
Jan Veselý,Czech Republic,2011,3,15,9700920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.9$3065040,11.8$3294960,14.4$3340920,,,,,,,,,
Nikola Vučević,Montenegro,2011,12,30.5,155958980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.9$1645400,33.2$1768800,31.8$1793520,34.2$2751260,31.3$11250000,28.8$11750000,29.5$12250000,31.4$12750000,32.2$28000000,33.5$26000000,33.1$24000000,31.1$22000000
Ricky Rubio,Spain,2011,11,30.4,122459046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.2$3480120,29.7$3741120,32.2$4002120,31.5$5070686,30.6$12365000,32.9$13550000,29.3$14275000,27.9$14975000,31.0$16200000,26.1$17000000,28.5$17800000,
Alexey Shved,Russia,2012,3,17.6,9366666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.9$2934610,10.5$3150000,18.3$3282056,,,,,,,,
Donatas Motiejūnas,Lithuania,2012,6,14.9,7284909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.2$1453520,15.4$1422720,28.7$1483920,14.8$2288205,14.1$576724,,4.3$59820,,,,
Evan Fournier,France,2012,11,27.3,127149102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.3$1361400,19.8$1422720,28.6$1483920,32.5$2288205,32.9$17000000,32.2$17000000,31.5$17000000,31.5$17000000,30.0$17450000,29.5$17142857,20$18000000
Furkan Aldemir,Turkey,2012,2,13.2,6000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.2$3000000,0.0$3000000,,,,,,,
Jeffery Taylor,Sweden,2012,3,19.4,279115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.6$575000,24.2$788872,14.8$915243,,,,,,,,
Joel Freeland,England,2012,3,12.1,8925000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.4$3013512,14.0$2897976,12.9$3013512,,,,,,,,
Jonas Valančiūnas,Lithuania,2012,11,25.8,122310025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.9$3627720,28.2$3526440,26.2$3678360,26.0$4660482,25.8$14382022,22.4$15460675,22.3$16539326,26.4$16000000,28.3$15000000,30.3$14000000,23.6$15435000
Luke Zeller,Georgia,2012,1,3.6,473604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6$473604,,,,,,,,,,
Maalik Wayns,Belarus,2012,2,6,217301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5$217301,4.5$0,,,,,,,,,
Mirza Teletović,Bosnia,2012,8,17.4,43187150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.4$3090000,19.4$3229050,22.3$3368100,21.3$5500000,16.2$10500000,15.9$10500000,0.0$3500000,0.0$3500000,,,
Nando De Colo,France,2012,2,11.7,2863000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.8$1400000,10.5$1463000,,,,,,,,,
Tornike Shengelia,Georgia,2012,2,5.5,1262476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.9$473604,5.9$788872,,,,,,,,,
Victor Claver,Spain,2012,3,11,4000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.6$1300000,8.8$1330000,7.6$1370000,,,,,,,,
Alex Len,Ukraine,2013,10,16.7,39644952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.6$3492720,22.0$3649920,23.3$3807120,20.3$4823621,20.2$4187599,20.1$4350000,17.6$4160000,15.3$3523372,15.9$3732000,3.3$3918600
Dennis Schroder,Germany,2013,9,26.3,75900862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.1$1348200,19.7$1690680,20.3$1763400,31.5$2708582,31.0$15500000,29.3$15500000,30.8$15500000,32.1$16000000,28.7$5890000,
Elias Harris,Germany,2013,1,5.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5$0,,,,,,,,,
Erik Murphy,Finland,2013,2,2.6,590180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6$490180,0.0$100000,,,,,,,,
Gal Mekel,Israel,2013,5,9.6,2397736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.4$0,10.8$1450456,0.0$315760,0.0$315760,0.0$315760,,,,,
Giannis Antetokounmpo,Greece,2013,10,32.5,190452602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.6$1792560,31.4$1873200,35.3$1953960,35.6$2995421,36.7$22471910,32.8$24157304,30.4$25842697,33.0$27528088,32.9$39344970,32.6$42492492
Gigi Datome,Italy,2013,2,8.5,1750000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0$0,10.0$1750000,,,,,,,,
Lorenzo Brown,Spain,2013,5,11.5,1820718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.6$283367,18.9$117016,7.6$111444,,9.9$508891,8.2$800000,,,,
Nick Calathes,Greece,2013,2,15.4,816482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.5$0,14.4$816482,,,,,,,,
Pero Antić,North Macedonia,2013,2,17.5,1250000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.5$0,16.5$1250000,,,,,,,,
Rudy Gobert,France,2013,10,29.5,176770610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.6$1078800,26.3$1127400,31.7$1175880,33.9$2121288,32.4$21974719,31.8$23241573,34.3$25008427,30.8$27525281,32.1$35344828,32.3$38172414
Sergey Karasev,Russia,2013,3,11.3,4601520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.1$1467840,16.8$1533840,10.0$1599840,,,,,,,
Shane Larkin,Turkey,2013,4,17.9,6114422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.2$1536960,24.5$1606080,22.4$1500000,,14.4$1471382,,,,,
Tim Ohibrecht,Germany,2013,2,4,933739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0$144867,0.0$788872,,,,,,,,
Bogdan Bogdanović,Serbia,2014,5,28.7,63000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.9$9470614,27.8$9000000,29.0$8529386,29.7$18000000,29.3$18000000,
Bojan Bogdanović,Croatia,2014,9,29.1,84597163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.8$3278000,26.7$3425510,25.7$3730653,30.8$10500000,31.8$10500000,33.1$10500000,30.8$17000000,30.9$17661000,31.2$18502000
Clint Capela,Switzerland,2014,9,25.5,87562681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5$1189200,19.1$1242720,23.9$1296240,27.5$2334520,33.6$15293104,32.8$14896552,30.1$16000000,27.6$17103448,27.4$18206897
Damjan Rudež,Croatia,2014,3,10.3,3229931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.4$1100000,8.4$1149500,7.0$980431,,,,,,
Duje Dukan,Croatia,2014,1,24,525093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0$525093,,,,,,,
Justin Hamilton,Croatia,2014,5,14.9,6816482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.4$816482,,18.4$3000000,0.0$1000000,0.0$1000000,0.0$1000000,,,
Jusuf Nurkić,Bosnia,2014,9,24.7,72098305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.8$1762680,17.1$1842000,21.4$1921320,26.4$2947305,27.4$11111111,31.6$12000000,23.8$12888889,28.2$12000000,28.2$15625000
Kostas Papanikolaou,Greece,2014,2,14.9,5150000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.5$4800000,11.3$350000,,,,,,,
Nemanja Dangubić,Serbia,2014,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nikola Jokić,Serbia,2014,8,30.6,148408895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.7$1300000,27.9$1358500,32.6$1471382,31.3$24605181,32.0$26573595,34.6$29542010,33.5$30510423,31.1$33047804
Nikola Mirotić,Spain,2014,5,24.7,41631175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.2$5305000,24.9$5543725,24.0$5782450,27.2$12500000,27.1$12500000,,,,
Shayne Whittington,North Macedonia,2014,2,5.7,1352395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4$507336,5.9$845059,,,,,,,
Vasilije Micić,Serbia,2014,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zoran Dragić,Slovenia,2014,2,4.7,4012500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.7$1962103,0.0$2050397,,,,,,,
Cedi Osman,Turkey,2015,6,23.6,32725002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0$2642857,32.2$2775000,29.4$2907143,25.6$8840580,22.2$8133334,21.4$7426088
Damien Inglis,France,2015,2,7.8,1675000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0$820000,7.8$855000,,,,,,,
Joffrey Lauvergne,France,2015,4,13.1,6734025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.2$1790280,17.6$1709720,14.0$1709720,9.7$1524305,,,,,
Kristaps Porziņģis,Latvia,2015,6,30.9,107053494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.4$4131720,32.8$4317720,32.4$4503600,,31.8$27285000,30.9$29467800,29.0$31650600,
Luka Mitrović,Serbia,2015,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mario Hezonja,Croatia,2015,6,18.4,21943796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.9$3741480,14.8$3909840,22.1$4078320,20.8$6500000,16.4$1737145,0.0$1977011,,
Nikola Milutinov,Serbia,2015,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sasha Kaun,Russia,2015,2,3.8,2633420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8$1300000,0.0$1333420,,,,,,
Tibor Pleiß,Germany,2015,3,6.8,6500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8$3000000,0.0$3000000,0.0$500000,,,,,
Álex Abrines,Spain,2016,3,16.5,15294947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.5$5994764,15.1$5725000,19.0$3575183,,,,
Axel Toupane,France,2016,3,12.5,245581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.5$148552,11.8$97029,,,7.6$508891,,
Dario Šarić,Croatia,2016,5,22,28509666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.3$2318280,29.6$2422560,25.0$2526840,24.7$3481986,17.4$9250000,,
Dāvis Bertāns,Latvia,2016,6,19.5,46856082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.1$543471,14.1$1312611,21.5$7000000,29.3$7000000,25.7$15000000,14.4$16000000,
Domantas Sabonis,Lithuania,2016,7,29.5,67979555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.1$2440200,24.5$2550000,24.8$2659800,34.8$3529555,36.0$19800000,34.5$18500000,31.7$18500000
Dragan Bender,Croatia,2016,4,18.6,15274956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.3$4276320,25.2$4468800,18.0$4661280,17.9$1868556,,,
Furkan Korkmaz,Turkey,2016,6,14.6,16218910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.7$1465920,14.1$1740000,21.7$1620564,19.3$1762796,21.1$4629630,5.6$5000000
Georgios Papagiannis,Greece,2016,3,11.7,6763556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.1$2202240,7.2$2560916,0.0$2000400,,,,
Ivica Zubac,Croatia,2016,7,19.8,46892518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0$1034956,9.5$1312611,17.6$1544951,18.4$6481482,22.3$7000000,24.4$7518518,30.5$22000000
Jakob Poeltl,Austria,2016,7,21.3,38481806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.6$2703960,18.6$2825640,16.5$2947320,17.7$3754886,26.7$8101852,29.0$8750000,28.8$9398148
Joel Bolomboy,Russia,2016,2,5.1,1912611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4$600000,6.3$1312611,,,,,
Juancho Hernangómez,Spain,2016,7,15.3,23281200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.6$1987440,11.1$2076840,19.4$2166360,17.4$3321030,17.3$5718000,11.1$6175440,17.5$1836090
Mindaugas Kuzminskas,Lithuania,2016,2,17.9,5923035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.9$2898000,2.0$3025035,,,,,
Paul Zipser,Germany,2016,2,17.2,2062611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.2$750000,15.3$1312611,,,,,
Rade Zagorac,Serbia,2016,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thanasis Antetokounmpo,Greece,2016,5,6.4,6861115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0$105888,,,3.0$1445697,6.5$1701593,9.7$1729217,9.9$1878720
Timothé Luwawu-Cabarrot,France,2016,6,15.9,8866034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.2$1326960,15.5$1386600,13.4$1544951,18.1$844170,13.2$1939350,18.1$1824003,
Tomáš Satoranský,Czech Republic,2016,6,21.7,38375000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.6$2870813,22.5$3000000,27.1$3129187,28.9$9375000,16.5$10000000,22.5$10000000,
Willy Hernangómez,Spain,2016,7,14,12423801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.4$1375000,10.3$1435750,14.0$1544951,12.1$1676735,18.0$1620564,16.8$2327220,8.7$2443581
Alpha Kaba,Serbia,2017,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ante Žižić,Croatia,2017,3,11.7,5879760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.7$1645200,18.3$1952760,10.0$2281800,,,
Daniel THeis,Germany,2017,5,19.6,20474208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.9$815615,13.8$1378242,24.1$5000000,24.6$5000000,20.8$8280351,
Frank Ntilikina,France,2017,6,14.9,22514792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.9$3501120,21.0$4155720,20.8$4855800,9.8$6176578,11.8$1789256,4.0$2036318
Guerschon Yabusele,France,2017,5,6.6,8032320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.1$2247480,6.1$2667600,0.0$1039080,0.0$1039080,0.0$1039080,
Jacob Pullen,Georgia,2017,1,2,502000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0$502000,,,,,
Jacob Wiley,North Macedonia,2017,1,6.6,502000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.6$502000,,,,,
Jonah Bolden,Serbia,2017,2,10.6,3470128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.5$1690000,6.7$1780128,,,
Lauri Markkanen,Finland,2017,6,30.2,52556031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.7$3821640,32.3$4536120,29.8$5300400,25.8$6731508,30.8$15690909,32.8$16475454
Maxi Kleber,Germany,2017,6,23.2,36268857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.8$815615,21.2$1378242,25.5$8000000,26.8$8325000,24.6$8750000,24.6$9000000
Mike Tobey,Slovenia,2017,1,12.5,138938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.5$138938,,,,,
